===================== 
Scenario = 1
Instrument = ophthalmoscope
This is a header line 
===================== 
0.00,255,
0.00,-0.64,-0.41,0.16,-0.03,0.85,0.54,-0.08,-0.16,0.02,1.84,57.56,71.54,75.72,255,
0.01,-0.24,-0.64,0.16,-0.03,0.85,0.54,-0.08,-0.16,0.02,1.87,57.63,72.62,75.72,255,
0.01,-0.59,-0.62,0.21,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.88,57.69,70.71,75.72,255,
0.02,-0.37,-0.51,0.15,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.02,57.53,69.86,75.72,255,
0.02,-0.46,-0.76,0.16,-0.03,0.85,0.54,-0.08,-0.16,0.02,1.92,57.65,70.59,75.72,255,
0.03,-0.52,-0.81,0.14,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.06,57.61,69.67,75.72,255,
0.03,-0.46,-0.71,0.11,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.97,57.63,71.03,75.72,255,
0.04,-0.46,-0.60,0.16,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.14,57.52,70.90,75.72,255,
0.04,-0.24,-0.70,0.08,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.83,57.66,69.99,75.72,255,
0.05,-0.52,-0.51,0.19,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.11,57.65,69.80,75.72,255,
0.05,-0.48,-0.67,0.10,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.94,57.65,69.67,75.72,255,
0.06,-0.54,-0.56,0.05,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.95,57.49,68.59,75.72,255,
0.06,-0.41,-0.71,0.17,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.91,57.63,70.25,75.72,255,
0.07,-0.59,-0.61,0.31,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.85,57.69,69.42,75.72,255,
0.07,-0.60,-0.66,-0.02,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.09,57.48,71.26,75.72,255,
0.08,-0.73,-0.58,0.13,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.93,57.63,69.81,75.72,255,
0.08,-0.43,-0.64,0.04,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.98,57.48,71.44,75.72,255,
0.09,-0.59,-0.67,0.13,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.00,57.57,70.92,75.72,255,
0.09,-0.22,-0.65,0.05,-0.03,0.85,0.54,-0.08,-0.14,0.03,1.79,57.63,69.05,75.72,255,
0.10,-0.60,-0.73,0.07,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.96,57.53,68.88,75.72,255,
0.11,-0.60,-0.72,0.19,-0.03,0.85,0.54,-0.09,-0.15,0.03,1.85,57.56,68.20,75.72,255,
0.11,-0.51,-0.82,0.07,-0.04,0.85,0.54,-0.09,-0.15,0.02,2.00,57.58,68.39,75.72,255,
0.12,-0.44,-0.72,0.19,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.92,57.69,71.72,75.72,255,
0.12,-0.58,-0.75,0.04,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.95,57.53,71.37,75.72,255,
0.13,-0.49,-0.73,0.07,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.14,57.52,70.06,75.72,255,
0.13,-0.49,-0.64,0.25,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.98,57.59,70.48,75.72,255,
0.14,-0.37,-0.71,0.07,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.03,57.68,69.78,75.72,255,
0.14,-0.48,-0.50,0.13,-0.03,0.85,0.54,-0.08,-0.14,0.03,1.91,57.60,68.18,75.72,255,
0.15,-0.60,-0.67,0.10,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.95,57.60,70.58,75.72,255,
0.15,-0.51,-0.64,1.90,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.92,57.43,69.23,75.72,255,
0.17,-0.70,-0.71,0.09,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.00,57.57,69.21,75.72,255,
0.27,-0.57,-0.64,0.07,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.06,57.49,70.30,75.72,255,
0.42,-0.55,-0.55,0.17,-0.04,0.85,0.54,-0.08,-0.16,0.02,2.00,57.65,70.63,75.72,255,
0.53,-0.29,-0.70,0.21,-0.04,0.85,0.54,-0.08,-0.16,0.02,1.99,57.47,70.21,75.72,255,
0.66,-0.53,-0.75,0.19,-0.04,0.85,0.54,-0.08,-0.16,0.03,2.01,57.67,70.29,75.72,255,
0.81,-0.44,-0.58,0.19,-0.04,0.85,0.54,-0.09,-0.15,0.02,2.08,57.64,68.96,75.72,255,
0.93,-0.47,-0.50,0.05,-0.03,0.85,0.54,-0.09,-0.15,0.02,1.91,57.58,67.95,75.72,255,
1.05,-0.46,-0.79,0.15,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.93,57.44,70.14,75.72,255,
1.19,-0.52,-0.64,0.01,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.08,57.66,69.62,75.72,255,
1.32,-0.24,-0.52,0.05,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.01,57.43,69.42,75.72,255,
1.45,-0.45,-0.64,-0.05,-0.04,0.85,0.54,-0.08,-0.16,0.02,2.06,57.56,71.55,75.72,255,
1.57,-0.34,-0.56,0.07,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.95,57.59,69.17,75.72,255,
1.70,-0.48,-0.72,0.06,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.08,57.70,69.19,75.72,255,
1.84,-0.61,-0.82,0.12,-0.03,0.85,0.54,-0.09,-0.15,0.02,1.87,57.60,69.50,75.72,255,
1.96,-0.46,-0.55,0.05,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.05,57.74,71.26,75.72,255,
2.12,-0.53,-0.58,0.09,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.02,57.76,69.48,75.72,255,
2.25,-0.33,-0.78,0.04,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.92,57.72,69.75,75.72,255,
2.35,-0.57,-0.59,0.17,-0.03,0.86,0.54,-0.09,-0.15,0.03,1.97,57.75,69.52,75.72,255,
2.48,-0.46,-0.88,0.06,-0.03,0.85,0.54,-0.08,-0.16,0.03,1.84,57.77,72.14,75.72,255,
2.61,-0.34,-0.86,0.10,-0.03,0.85,0.54,-0.08,-0.16,0.03,1.95,57.76,70.26,75.72,255,
2.76,-0.57,-0.52,0.19,-0.04,0.85,0.54,-0.08,-0.16,0.02,2.13,57.62,70.82,75.72,255,
2.87,-0.56,-0.77,0.16,-0.04,0.85,0.54,-0.09,-0.14,0.02,2.06,57.47,67.68,75.72,255,
3.02,-0.40,-0.81,0.27,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.93,57.54,69.60,75.72,255,
3.14,-0.73,-0.68,0.11,-0.03,0.85,0.54,-0.09,-0.15,0.02,1.91,57.66,69.23,75.72,255,
3.26,-0.44,-0.61,-0.02,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.94,57.55,70.61,75.72,255,
3.39,-0.47,-0.67,0.01,-0.03,0.85,0.54,-0.08,-0.16,0.02,1.88,57.72,70.34,75.72,255,
3.55,-0.44,-0.70,0.01,-0.04,0.85,0.54,-0.07,-0.16,0.02,2.03,57.66,73.19,75.72,255,
3.65,-0.46,-0.77,0.04,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.96,57.65,70.37,75.72,255,
3.78,-0.44,-0.68,0.09,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.14,57.76,70.44,75.72,255,
3.91,-0.42,-0.59,0.10,-0.04,0.85,0.54,-0.08,-0.15,0.02,1.99,57.63,70.24,75.72,255,
4.06,-0.39,-0.66,0.00,-0.04,0.85,0.54,-0.08,-0.16,0.02,2.09,57.72,71.40,75.72,255,
4.17,-0.46,-0.55,0.13,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.02,57.68,70.85,75.72,255,
4.33,-0.39,-0.71,0.12,-0.03,0.85,0.54,-0.08,-0.14,0.03,1.82,57.55,69.29,75.72,255,
4.43,-0.40,-0.73,0.22,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.90,57.64,69.76,75.72,255,
4.56,-0.51,-0.63,0.10,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.96,57.68,70.26,75.72,255,
4.72,-0.46,-0.55,0.04,-0.03,0.85,0.54,-0.08,-0.16,0.02,1.97,57.55,71.60,75.72,255,
4.82,-0.32,-0.73,0.10,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.90,57.58,71.24,75.72,255,
4.97,-0.40,-0.90,0.13,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.01,57.71,68.66,75.72,255,
5.08,-0.58,-0.73,0.10,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.09,57.70,69.90,75.72,255,
5.21,-0.28,-0.70,0.13,-0.04,0.85,0.54,-0.08,-0.16,0.02,2.04,57.63,71.24,75.72,255,
5.35,-0.55,-0.67,0.06,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.91,57.55,69.88,75.72,255,
5.50,-0.44,-0.91,0.10,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.78,57.51,71.30,75.72,255,
5.60,-0.58,-0.68,0.09,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.84,57.65,69.97,75.72,255,
5.74,-0.43,-0.61,0.03,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.97,57.72,71.99,75.72,255,
5.88,-0.45,-0.55,0.07,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.98,57.61,70.09,75.72,255,
5.99,-0.30,-0.59,0.27,-0.04,0.85,0.54,-0.07,-0.15,0.02,2.07,57.66,72.69,75.72,255,
6.13,-0.31,-0.66,0.27,-0.04,0.85,0.54,-0.08,-0.16,0.02,2.10,57.59,70.95,75.72,255,
6.26,-0.54,-0.76,0.16,-0.03,0.85,0.54,-0.09,-0.15,0.02,1.97,57.65,69.52,75.72,255,
6.38,-0.42,-0.69,0.16,-0.04,0.85,0.54,-0.08,-0.15,0.03,1.99,57.56,69.30,75.72,255,
6.53,-0.42,-0.67,0.21,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.02,57.62,68.94,75.72,255,
6.64,-0.49,-0.53,0.10,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.96,57.48,71.31,75.72,255,
6.77,-0.55,-0.68,0.22,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.03,57.66,69.70,75.72,255,
6.90,-0.34,-0.52,0.21,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.86,57.54,70.93,75.72,255,
7.03,-0.42,-0.50,0.09,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.93,57.51,70.65,75.72,255,
7.16,-0.60,-0.76,0.13,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.90,57.54,69.75,75.72,255,
7.29,-0.33,-0.76,0.16,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.00,57.47,69.57,75.72,255,
7.42,-0.43,-0.66,0.22,-0.03,0.85,0.55,-0.08,-0.15,0.02,1.83,57.32,71.78,75.72,255,
7.55,-0.50,-0.73,0.17,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.88,57.55,69.08,75.72,255,
7.70,-0.45,-0.58,0.16,-0.04,0.85,0.54,-0.08,-0.15,0.01,2.12,57.75,69.20,75.72,255,
7.82,-0.36,-0.78,0.15,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.87,57.64,71.46,75.72,255,
7.94,-0.43,-0.46,0.06,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.97,57.62,72.08,75.72,255,
8.07,-0.28,-0.53,0.22,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.92,57.56,70.36,75.72,255,
8.20,-0.46,-0.68,0.15,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.10,57.63,70.72,75.72,255,
8.32,-0.45,-0.67,0.02,-0.03,0.85,0.54,-0.09,-0.15,0.03,1.91,57.61,68.66,75.72,255,
8.46,-0.33,-0.66,1.90,-0.03,0.85,0.54,-0.08,-0.14,0.03,1.98,57.76,69.88,75.72,255,
8.60,-0.40,-0.73,0.14,-0.03,0.85,0.54,-0.08,-0.14,0.03,1.88,57.37,67.77,75.72,255,
8.72,-0.51,-0.64,0.16,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.87,57.62,70.26,75.72,255,
8.86,-0.49,-0.60,0.07,-0.03,0.85,0.54,-0.08,-0.15,0.03,1.92,57.57,69.61,75.72,255,
9.00,-0.50,-0.51,0.16,-0.03,0.85,0.54,-0.08,-0.15,0.02,1.94,57.60,71.78,75.72,255,
9.11,-0.43,-0.63,0.16,-0.04,0.85,0.54,-0.08,-0.15,0.03,2.02,57.59,70.62,75.72,255,
9.24,-0.58,-0.90,0.28,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.02,57.60,69.47,75.72,255,
9.40,-0.35,-0.69,0.13,-0.04,0.85,0.54,-0.08,-0.15,0.02,2.03,57.62,70.58,75.72,255,
9.52,-0.58,-0.66,0.10,-0.03,0.85,0.54,-0.09,-0.15,0.03,1.97,57.63,68.54,75.72,255,
9.64,-0.29,-0.69,0.16,-0.04,0.85,0.54,-0.08,-0.15,0.02,1.99,57.66,70.59,75.72,255,
