2018-04-24-11-44-14 Smart Handle = Ophthalmoscope
2018-04-24-11-44-14 Bluetooth Address = 00:06:66:80:8C:08
4.07,-1.45,0.31,-1.70,0.95,-0.04,0.13,0.68,0.42,-0.10,-81.88,-16.80,220.54,15.52,255
4.87,-1.67,0.47,-1.87,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.74,-18.64,220.99,15.21,255
5.87,-1.63,0.28,-1.82,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.87,-18.02,221.18,15.52,255
6.87,-1.81,0.37,-1.68,0.95,-0.04,0.13,0.67,0.43,-0.10,-81.72,-18.04,221.05,15.52,255
7.88,-1.51,0.09,-1.82,0.96,-0.04,0.13,0.68,0.43,-0.10,-81.88,-18.16,220.63,15.52,255
8.88,-1.73,0.34,-1.70,0.95,-0.04,0.13,0.68,0.43,-0.09,-81.81,-18.03,220.85,15.21,255
9.89,-1.77,0.36,-1.73,0.96,-0.04,0.13,0.68,0.43,-0.10,-81.99,-18.20,220.79,15.52,255
10.89,-1.50,0.37,-1.82,0.96,-0.04,0.12,0.68,0.42,-0.10,-82.22,-18.02,220.60,15.52,255
11.89,-1.70,0.52,-1.79,0.96,-0.04,0.13,0.68,0.43,-0.09,-81.94,-17.20,221.00,15.52,255
12.90,-1.83,0.61,-1.59,0.96,-0.04,0.13,0.68,0.43,-0.09,-82.05,-17.11,221.13,15.52,255
13.90,-1.55,0.51,-1.80,0.96,-0.04,0.13,0.68,0.43,-0.09,-81.76,-18.00,220.99,15.52,255
14.91,-1.46,0.38,-1.97,0.95,-0.04,0.13,0.67,0.43,-0.09,-81.85,-18.75,221.38,15.21,255
15.91,-1.78,0.16,-1.66,0.96,-0.04,0.12,0.68,0.43,-0.10,-82.20,-18.86,220.93,15.52,255
16.91,-1.96,0.07,-1.70,0.95,-0.04,0.13,0.68,0.43,-0.09,-81.81,-17.58,221.21,15.21,255
17.92,-1.98,0.20,-1.70,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.90,-17.24,220.83,15.52,255
18.92,-1.59,0.36,-1.63,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.95,-18.39,220.91,15.52,255
19.93,-1.66,0.19,-1.85,0.95,-0.04,0.12,0.68,0.43,-0.09,-82.16,-18.51,221.15,15.52,255
20.93,-1.69,0.53,-1.76,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.92,-16.60,220.93,15.52,255
21.93,-1.49,0.34,-1.82,0.96,-0.04,0.13,0.68,0.43,-0.10,-81.99,-18.57,221.03,15.52,255
22.94,-1.55,0.32,-1.88,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.76,-18.11,221.07,15.52,255
23.94,-1.81,0.30,-1.88,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.96,-18.55,220.91,15.21,255
24.94,-1.74,0.25,-1.87,0.95,-0.04,0.13,0.68,0.43,-0.09,-81.98,-18.44,221.03,15.21,255
25.95,-1.82,0.38,-1.82,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.76,-16.85,221.02,15.21,255
26.95,-1.64,0.18,-1.66,0.95,-0.04,0.13,0.68,0.43,-0.10,-82.02,-17.76,220.87,14.57,255
27.96,-1.89,0.50,-1.85,0.96,-0.04,0.13,0.68,0.43,-0.10,-82.05,-18.76,221.24,14.89,255
28.96,-1.85,0.17,-1.70,0.95,-0.04,0.13,0.68,0.43,-0.10,-81.82,-17.54,221.07,14.57,255
29.96,-1.69,0.04,-1.74,0.95,-0.04,0.13,0.68,0.42,-0.09,-81.82,-18.02,220.40,13.31,255
30.97,-1.62,0.46,-1.84,0.96,-0.04,0.13,0.68,0.42,-0.10,-81.83,-17.66,220.57,5.39,34
31.97,3.42,-61.92,-13.47,0.97,-0.27,0.41,0.68,0.38,-0.15,-63.14,-33.40,218.13,22.50,17
32.98,-97.71,-41.66,16.48,1.01,-0.18,-0.29,0.57,0.31,-0.32,-71.33,-149.10,216.79,26.61,17
33.98,6.91,-15.69,5.27,0.78,0.23,0.42,0.63,0.26,-0.27,-58.71,28.47,211.30,28.83,255
34.98,8.58,-46.74,-13.73,1.00,0.31,0.57,0.60,0.23,-0.30,-57.02,28.70,209.40,28.83,255
35.99,27.05,-17.95,34.17,0.73,-0.04,0.31,0.56,0.31,-0.31,-66.77,-7.36,217.80,29.78,255
36.99,0.61,-15.86,24.83,0.97,-0.21,0.58,0.51,0.44,-0.28,-57.57,-19.46,229.15,5.39,255
38.00,13.47,33.64,8.96,0.59,-0.41,0.30,0.58,0.41,-0.23,-49.28,-53.46,223.82,5.70,255
39.00,9.43,-5.45,-4.61,0.83,0.26,0.61,0.60,0.31,-0.28,-51.41,22.94,215.65,19.33,182
40.00,4.93,8.25,-4.37,0.95,-0.02,0.35,0.63,0.34,-0.22,-69.84,-2.71,216.85,10.46,181
41.01,-22.56,20.41,-5.21,0.83,0.11,0.21,0.67,0.32,-0.18,-74.35,27.90,213.72,20.91,142
42.01,-25.09,12.49,13.98,1.06,0.16,0.17,0.68,0.34,-0.16,-77.53,42.00,215.21,2.53,67
43.02,-8.18,-48.17,29.38,0.94,0.01,0.15,0.67,0.31,-0.19,-80.82,5.09,213.74,2.53,105
44.62,-14.48,-28.36,8.18,0.88,0.13,0.47,0.61,0.28,-0.27,-60.99,15.41,213.26,6.65,149
