===================== 
Scenario = 1
Instrument = ophthalmoscope
This is a header line 
===================== 
0.00,OUT,0
0.06,OUT,0
0.10,IN,1
0.13,OUT,0
0.16,IN,1
0.18,IN,1
0.21,IN,1
0.23,IN,1
0.25,IN,1
0.27,OUT,0
0.29,OUT,0
0.32,IN,1
0.34,OUT,0
0.36,IN,1
0.38,IN,1
0.41,IN,1
0.43,OUT,0
0.45,IN,1
0.47,IN,1
0.54,IN,1
0.66,IN,1
0.78,IN,1
0.93,OUT,0
1.04,IN,1
1.19,OUT,0
1.31,IN,1
1.43,OUT,0
1.58,IN,1
1.70,OUT,0
1.84,IN,1
1.95,IN,1
2.10,OUT,0
2.22,IN,1
2.33,IN,1
2.48,IN,1
2.61,IN,1
2.72,IN,1
2.87,OUT,0
3.00,IN,1
3.12,OUT,0
3.27,IN,1
3.38,IN,1
3.50,IN,1
3.65,IN,1
3.80,IN,1
3.89,OUT,0
4.04,IN,1
4.17,IN,1
4.30,OUT,0
4.41,OUT,0
4.56,OUT,0
4.68,IN,1
4.80,IN,1
4.94,IN,1
5.05,IN,1
5.18,IN,1
5.34,IN,1
5.44,IN,1
5.59,IN,1
5.71,OUT,0
5.84,OUT,0
5.96,IN,1
6.09,OUT,0
6.22,IN,1
6.36,IN,1
6.48,OUT,0
6.63,OUT,0
6.75,OUT,0
6.88,OUT,0
6.99,OUT,0
7.14,OUT,0
7.26,IN,1
7.39,IN,1
7.51,OUT,0
7.67,IN,1
7.77,OUT,0
7.92,OUT,0
8.05,IN,1
8.16,IN,1
8.29,IN,1
8.45,IN,1
8.56,IN,1
8.70,IN,1
8.81,IN,1
8.97,IN,1
9.09,OUT,0
9.22,IN,1
9.35,IN,1
9.46,IN,1
9.61,IN,1
9.74,IN,1
9.86,IN,1
9.97,OUT,0
10.12,OUT,0
10.24,IN,1
10.39,OUT,0
10.50,IN,1
10.65,IN,1
10.76,IN,1
10.88,IN,1
11.01,OUT,0
11.14,OUT,0
11.30,OUT,0
11.41,IN,1
11.53,IN,1
11.66,IN,1
11.78,IN,1
11.93,OUT,0
12.05,IN,1
12.17,OUT,0
12.31,OUT,0
12.46,IN,1
12.58,IN,1
12.71,OUT,0
12.84,IN,1
12.95,IN,1
13.10,OUT,0
13.22,IN,1
13.35,IN,1
13.47,OUT,0
13.62,IN,1
13.75,IN,1
13.86,IN,1
13.99,IN,1
14.11,OUT,0
14.26,IN,1
14.39,IN,1
14.53,OUT,0
14.65,IN,1
14.76,OUT,0
14.89,IN,1
15.04,IN,1
15.16,IN,1
15.30,OUT,0
15.43,IN,1
15.54,OUT,0
15.67,OUT,0
15.80,OUT,0
15.93,IN,1
16.06,IN,1
16.20,IN,1
16.31,IN,1
16.45,IN,1
16.58,IN,1
16.71,OUT,0
16.84,IN,1
16.99,OUT,0
17.11,IN,1
17.22,IN,1
17.38,OUT,0
17.49,IN,1
17.61,IN,1
17.77,IN,1
17.88,IN,1
18.01,OUT,0
18.13,IN,1
18.26,IN,1
18.39,IN,1
18.53,IN,1
18.65,IN,1
18.80,OUT,0
18.91,IN,1
19.04,IN,1
19.18,IN,1
19.29,IN,1
19.44,OUT,0
19.56,IN,1
19.70,OUT,0
19.82,IN,1
19.97,IN,1
20.07,OUT,0
20.21,IN,1
20.35,OUT,0
20.47,IN,1
20.60,IN,1
20.72,IN,1
20.85,IN,1
20.99,IN,1
21.13,OUT,0
21.26,IN,1
21.37,IN,1
21.52,IN,1
21.63,IN,1
21.76,OUT,0
21.88,OUT,0
22.03,IN,1
22.16,OUT,0
22.29,IN,1
22.42,IN,1
22.53,IN,1
22.66,IN,1
22.79,IN,1
22.94,IN,1
23.06,IN,1
23.18,IN,1
23.32,OUT,0
23.44,IN,1
23.59,IN,1
23.73,IN,1
23.83,IN,1
23.98,OUT,0
24.10,OUT,0
24.24,OUT,0
24.35,IN,1
24.47,OUT,0
24.62,OUT,0
24.74,IN,1
24.89,OUT,0
25.00,IN,1
25.13,IN,1
25.25,OUT,0
25.40,OUT,0
25.51,IN,1
25.64,IN,1
25.77,IN,1
25.92,IN,1
26.05,OUT,0
26.18,OUT,0
26.31,IN,1
26.43,IN,1
26.57,IN,1
26.70,IN,1
26.83,OUT,0
26.96,IN,1
27.08,OUT,0
27.22,IN,1
27.32,IN,1
27.45,IN,1
27.58,OUT,0
27.74,IN,1
27.87,IN,1
27.99,OUT,0
28.13,IN,1
28.25,IN,1
28.36,IN,1
28.49,OUT,0
28.64,IN,1
28.76,IN,1
28.88,IN,1
29.02,IN,1
29.13,IN,1
29.28,OUT,0
29.40,IN,1
29.52,OUT,0
29.68,IN,1
29.78,IN,1
29.91,OUT,0
