2017-01-27-14-31-51
0
ophthalmoscope
D
0.00,54.81,255,
0.00,-2.15,-1.15,-1.62,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.21,-1.24,178.94,54.81,255,
0.01,-2.27,-1.48,-1.57,0.84,-0.01,0.46,0.36,-0.06,-0.26,-61.48,-1.33,178.43,54.81,255,
0.01,-2.14,-1.24,-1.38,0.84,-0.01,0.46,0.35,-0.07,-0.25,-61.06,-0.92,177.13,54.81,255,
0.02,-2.03,-1.30,-1.46,0.84,-0.01,0.46,0.36,-0.07,-0.25,-61.26,-1.25,177.58,54.81,255,
0.02,-2.40,-1.40,-1.64,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.25,-1.22,179.39,54.81,255,
0.03,-2.17,-1.22,-1.54,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.23,-1.30,177.76,54.81,255,
0.03,-2.48,-1.35,-1.73,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.22,-1.41,178.20,54.81,255,
0.04,-2.27,-1.29,-1.56,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.28,-1.26,178.43,54.81,255,
0.13,-1.85,-1.24,-1.53,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.27,-1.22,178.42,54.81,255,
0.25,-2.19,-1.56,-1.67,0.84,-0.01,0.46,0.35,-0.06,-0.27,-61.22,-1.61,178.19,54.81,255,
0.40,-1.99,-1.38,-1.58,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.39,-1.28,177.90,54.81,255,
0.53,-2.30,-1.62,-1.53,0.84,-0.01,0.46,0.36,-0.07,-0.26,-61.44,-1.24,177.98,54.81,255,
0.66,-1.88,-1.52,-1.55,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.36,-1.16,178.24,54.81,255,
0.79,-2.17,-1.24,-1.68,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.33,-1.31,178.50,54.81,255,
0.92,-2.21,-1.30,-1.39,0.84,-0.01,0.46,0.36,-0.06,-0.26,-61.22,-1.25,178.50,54.81,255,
1.05,-2.00,-1.36,-1.30,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.33,-1.22,177.06,54.81,255,
1.17,-2.09,-1.23,-1.50,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.15,-1.19,177.88,54.81,255,
1.68,-2.06,-1.35,-1.32,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.40,-1.28,178.27,54.81,255,
1.78,-2.45,-1.44,-1.68,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.41,-1.22,178.80,54.81,255,
1.78,-2.12,-1.28,-1.67,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.27,-1.20,178.35,54.81,255,
1.80,-2.30,-1.47,-1.61,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.25,-1.27,179.14,54.81,255,
1.83,-2.12,-1.30,-1.56,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.32,-1.13,178.06,54.81,255,
1.94,-2.16,-1.44,-1.61,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.22,-1.39,178.26,54.81,255,
2.07,-2.25,-1.44,-1.45,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.34,-0.96,177.50,54.81,255,
2.20,-2.41,-1.54,-1.64,0.84,-0.01,0.46,0.35,-0.07,-0.25,-61.33,-1.20,177.83,54.81,255,
2.33,-2.36,-1.30,-1.75,0.84,-0.01,0.46,0.36,-0.07,-0.25,-61.53,-1.20,177.55,54.81,255,
2.46,-2.30,-1.44,-1.55,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.36,-1.49,178.51,54.81,255,
2.62,-2.21,-1.29,-1.71,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.49,-1.51,178.51,54.81,255,
2.76,-2.07,-1.20,-1.55,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.33,-1.09,177.88,54.81,255,
2.86,-2.09,-1.26,-1.39,0.84,-0.01,0.46,0.36,-0.06,-0.25,-61.28,-1.27,178.67,54.81,255,
2.98,-2.08,-1.44,-1.67,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.39,-1.13,177.45,54.81,255,
3.13,-2.40,-1.35,-1.41,0.84,-0.01,0.46,0.35,-0.07,-0.25,-61.36,-1.37,177.96,54.81,255,
3.24,-2.37,-1.47,-1.29,0.84,-0.01,0.47,0.35,-0.06,-0.26,-61.01,-1.03,178.31,54.81,255,
3.39,-2.18,-1.51,-1.67,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.39,-0.99,178.30,54.81,255,
3.50,-2.24,-1.40,-1.64,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.22,-1.36,178.62,54.81,255,
3.65,-2.07,-1.41,-1.42,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.38,-1.00,178.22,54.81,255,
3.78,-2.23,-1.47,-1.39,0.85,-0.01,0.46,0.35,-0.06,-0.26,-61.51,-1.23,178.26,54.81,255,
3.91,-2.28,-1.41,-1.23,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.55,-1.27,177.45,54.81,255,
4.04,-2.31,-1.57,-1.65,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.36,-0.98,178.60,54.81,255,
4.15,-2.30,-1.40,-1.49,0.84,-0.01,0.46,0.35,-0.06,-0.27,-61.41,-1.05,178.72,54.81,255,
4.31,-2.33,-1.72,-1.73,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.42,-1.37,177.92,54.81,255,
4.43,-2.23,-1.38,-1.35,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.37,-1.07,178.25,54.81,255,
4.54,-2.19,-1.29,-1.52,0.84,-0.01,0.46,0.35,-0.07,-0.25,-61.27,-1.22,177.68,54.81,255,
4.69,-2.46,-1.29,-1.56,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.37,-1.34,177.92,54.81,255,
4.80,-2.36,-1.56,-1.54,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.39,-1.30,178.45,54.81,255,
4.93,-2.33,-1.47,-1.40,0.84,-0.01,0.46,0.34,-0.08,-0.26,-61.47,-1.55,176.26,54.81,255,
5.07,-2.42,-1.34,-1.66,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.40,-1.11,178.80,54.81,255,
5.21,-2.11,-1.35,-1.37,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.32,-1.34,178.70,54.81,255,
5.33,-1.99,-1.36,-1.70,0.85,-0.01,0.46,0.35,-0.06,-0.25,-61.52,-1.28,179.04,54.81,255,
5.45,-2.15,-1.47,-1.59,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.41,-1.41,178.62,54.81,255,
5.60,-2.39,-1.61,-1.55,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.38,-1.58,178.52,54.81,255,
5.73,-2.21,-1.29,-1.53,0.84,-0.01,0.46,0.35,-0.07,-0.25,-61.50,-1.24,177.65,54.81,255,
5.85,-2.17,-1.33,-1.56,0.84,-0.01,0.46,0.35,-0.07,-0.26,-61.39,-1.40,177.60,54.81,255,
5.98,-2.19,-1.37,-1.41,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.52,-1.53,178.38,54.81,255,
6.11,-2.01,-1.46,-1.17,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.33,-1.29,178.31,54.81,255,
6.24,-2.24,-1.56,-1.43,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.37,-1.14,178.58,54.81,255,
6.36,-2.19,-1.32,-1.72,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.36,-1.00,178.47,54.81,255,
6.51,-2.33,-1.26,-1.44,0.84,-0.01,0.46,0.36,-0.06,-0.26,-61.39,-1.41,178.64,54.81,255,
6.62,-2.18,-1.49,-1.70,0.84,-0.01,0.46,0.35,-0.07,-0.25,-61.46,-1.19,177.60,54.81,255,
6.76,-2.17,-1.40,-1.44,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.41,-1.08,178.34,54.81,255,
6.88,-2.19,-1.35,-1.48,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.39,-1.11,178.51,54.81,255,
7.03,-2.19,-1.50,-1.76,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.33,-1.31,178.88,54.81,255,
7.16,-2.13,-1.41,-1.62,0.84,-0.01,0.45,0.35,-0.06,-0.25,-61.59,-1.33,178.87,54.81,255,
7.29,-2.22,-1.57,-1.77,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.35,-1.12,178.83,54.81,255,
7.41,-2.09,-1.42,-1.47,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.33,-1.08,178.39,54.81,255,
7.54,-2.34,-1.60,-1.41,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.44,-1.32,179.22,54.81,255,
7.66,-2.36,-1.59,-1.59,0.84,-0.01,0.46,0.36,-0.06,-0.26,-61.44,-1.35,178.63,54.81,255,
7.81,-2.25,-1.49,-1.67,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.25,-1.02,178.68,54.81,255,
7.94,-2.30,-1.67,-1.62,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.41,-1.30,178.31,54.81,255,
8.06,-2.33,-1.61,-1.38,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.46,-1.38,178.10,54.81,255,
8.19,-2.28,-1.38,-1.56,0.84,-0.01,0.46,0.35,-0.06,-0.25,-61.25,-0.92,179.31,54.81,255,
8.32,-2.03,-1.28,-1.53,0.84,-0.01,0.46,0.35,-0.07,-0.25,-61.24,-1.03,178.02,54.81,255,
8.46,-2.30,-1.50,-1.34,0.84,-0.01,0.46,0.35,-0.06,-0.26,-61.39,-1.44,178.59,54.50,255,
