===================== 
Scenario = 1
Instrument = ophthalmoscope
This is a header line 
===================== 
0.00,0.00
3.23,3.23
3.36,3.36
3.47,3.47
3.60,3.60
3.74,3.74
3.86,3.86
4.01,4.01
4.13,4.13
4.27,4.27
4.40,4.40
4.53,4.53
4.64,4.64
4.78,4.78
4.89,4.89
5.04,5.04
5.16,5.16
5.30,5.30
5.44,5.44
5.54,5.54
5.67,5.67
5.80,5.80
5.94,5.94
6.06,6.06
6.21,6.21
6.32,6.32
6.44,6.44
6.60,6.60
6.72,6.72
6.86,6.86
6.98,6.98
7.12,7.12
7.24,7.24
7.35,7.35
7.50,7.50
7.61,7.61
7.74,7.74
7.89,7.89
8.01,8.01
8.13,8.13
8.26,8.26
8.42,8.42
8.54,8.54
8.66,8.66
8.79,8.79
8.91,8.91
9.04,9.04
9.17,9.17
9.32,9.32
9.44,9.44
9.56,9.56
9.71,9.71
9.83,9.83
9.98,9.98
10.07,10.07
10.20,10.20
10.34,10.34
10.46,10.46
10.60,10.60
10.73,10.73
10.85,10.85
10.98,10.98
11.11,11.11
11.24,11.24
11.39,11.39
11.50,11.50
11.65,11.65
11.78,11.78
11.89,11.89
12.02,12.02
12.15,12.15
12.29,12.29
12.42,12.42
12.55,12.55
12.68,12.68
12.81,12.81
12.93,12.93
13.07,13.07
13.20,13.20
13.32,13.32
13.46,13.46
13.57,13.57
13.71,13.71
13.84,13.84
13.96,13.96
14.10,14.10
14.22,14.22
14.36,14.36
14.49,14.49
14.61,14.61
14.73,14.73
14.88,14.88
15.00,15.00
15.14,15.14
15.27,15.27
15.40,15.40
15.53,15.53
15.66,15.66
15.78,15.78
15.92,15.92
16.05,16.05
16.18,16.18
16.29,16.29
16.42,16.42
16.57,16.57
16.70,16.70
16.83,16.83
16.96,16.96
17.08,17.08
17.21,17.21
17.34,17.34
17.46,17.46
17.58,17.58
17.73,17.73
17.86,17.86
17.97,17.97
18.12,18.12
18.25,18.25
18.36,18.36
18.49,18.49
18.64,18.64
18.75,18.75
18.88,18.88
19.00,19.00
19.14,19.14
19.26,19.26
19.40,19.40
19.52,19.52
19.65,19.65
19.78,19.78
19.93,19.93
20.15,20.15
20.32,20.32
20.45,20.45
20.60,20.60
20.64,20.64
20.70,20.70
20.83,20.83
20.94,20.94
21.10,21.10
21.23,21.23
21.36,21.36
21.47,21.47
21.60,21.60
21.75,21.75
21.86,21.86
22.00,22.00
22.12,22.12
22.26,22.26
22.37,22.37
22.52,22.52
22.65,22.65
22.78,22.78
22.93,22.93
23.02,23.02
23.15,23.15
23.29,23.29
23.41,23.41
23.56,23.56
23.69,23.69
23.81,23.81
23.94,23.94
24.06,24.06
24.18,24.18
24.34,24.34
24.47,24.47
24.57,24.57
24.70,24.70
24.86,24.86
24.97,24.97
25.09,25.09
25.24,25.24
25.35,25.35
25.50,25.50
25.63,25.63
25.75,25.75
25.86,25.86
26.02,26.02
26.14,26.14
26.25,26.25
26.41,26.41
26.51,26.51
26.64,26.64
26.80,26.80
26.92,26.92
27.07,27.07
27.18,27.18
27.32,27.32
27.44,27.44
27.55,27.55
27.68,27.68
27.83,27.83
27.95,27.95
28.09,28.09
28.20,28.20
28.32,28.32
28.48,28.48
28.60,28.60
28.72,28.72
28.87,28.87
28.99,28.99
29.11,29.11
29.26,29.26
29.38,29.38
29.49,29.49
29.65,29.65
29.76,29.76
29.88,29.88
