===================== 
Scenario = 1
Instrument = ophthalmoscope
This is a header line 
===================== 
0.00,OUT,0
0.06,IN,1
0.10,IN,1
0.14,IN,1
0.17,OUT,0
0.19,OUT,0
0.21,IN,1
0.24,IN,1
0.26,IN,1
0.28,IN,1
0.30,IN,1
0.33,IN,1
0.35,OUT,0
0.38,IN,1
0.41,IN,1
0.45,IN,1
0.48,IN,1
0.50,IN,1
0.53,IN,1
0.55,IN,1
0.62,IN,1
0.74,IN,1
0.86,IN,1
1.00,IN,1
1.12,OUT,0
1.25,IN,1
1.39,IN,1
1.53,IN,1
1.66,IN,1
1.76,IN,1
1.89,IN,1
2.04,IN,1
2.14,IN,1
2.30,IN,1
2.43,IN,1
2.54,IN,1
2.68,IN,1
2.79,IN,1
2.95,IN,1
3.05,IN,1
3.21,IN,1
3.32,OUT,0
3.44,IN,1
3.59,IN,1
3.72,IN,1
3.85,OUT,0
3.98,IN,1
4.11,IN,1
4.22,IN,1
4.35,OUT,0
4.48,IN,1
4.61,OUT,0
4.74,IN,1
4.87,IN,1
5.01,IN,1
5.13,IN,1
5.26,IN,1
5.39,OUT,0
5.52,IN,1
5.67,IN,1
5.80,IN,1
5.91,IN,1
6.06,IN,1
6.17,IN,1
6.30,IN,1
6.42,IN,1
6.55,IN,1
6.68,IN,1
6.84,IN,1
6.94,IN,1
7.07,IN,1
7.21,IN,1
7.35,OUT,0
7.49,IN,1
7.61,OUT,0
7.73,IN,1
7.85,IN,1
8.00,IN,1
8.12,IN,1
8.27,IN,1
8.37,OUT,0
8.49,IN,1
8.65,IN,1
8.75,IN,1
8.90,OUT,0
9.02,OUT,0
9.14,OUT,0
9.27,OUT,0
9.43,IN,1
9.54,IN,1
9.69,IN,1
9.79,OUT,0
9.94,IN,1
10.06,IN,1
10.18,IN,1
10.33,IN,1
10.45,OUT,0
10.57,IN,1
10.72,IN,1
10.84,IN,1
10.96,IN,1
11.09,IN,1
11.24,IN,1
11.36,OUT,0
11.47,OUT,0
11.60,OUT,0
11.73,OUT,0
11.87,IN,1
11.99,IN,1
12.14,OUT,0
12.25,IN,1
12.39,IN,1
12.51,IN,1
12.64,OUT,0
12.77,IN,1
12.90,IN,1
13.02,IN,1
13.17,IN,1
13.28,IN,1
13.41,OUT,0
13.54,IN,1
13.70,IN,1
13.82,IN,1
13.93,IN,1
14.08,IN,1
14.19,IN,1
14.35,IN,1
14.47,OUT,0
14.58,OUT,0
14.73,IN,1
14.84,IN,1
14.97,IN,1
15.12,IN,1
15.24,OUT,0
15.35,IN,1
15.50,OUT,0
15.62,IN,1
15.76,IN,1
15.87,IN,1
16.03,IN,1
16.15,IN,1
16.29,OUT,0
16.41,OUT,0
16.53,IN,1
16.68,IN,1
16.80,IN,1
16.91,IN,1
17.06,IN,1
17.19,IN,1
17.30,IN,1
17.45,IN,1
17.58,IN,1
17.69,IN,1
17.81,IN,1
17.96,IN,1
18.08,IN,1
18.20,IN,1
18.35,IN,1
18.47,IN,1
18.62,IN,1
18.74,IN,1
18.88,IN,1
18.98,IN,1
19.12,OUT,0
19.26,IN,1
19.38,IN,1
19.52,OUT,0
19.64,IN,1
19.78,IN,1
19.90,IN,1
20.02,IN,1
20.17,IN,1
20.27,IN,1
20.42,IN,1
20.56,OUT,0
20.68,OUT,0
20.80,IN,1
20.92,IN,1
21.07,IN,1
21.19,OUT,0
21.31,OUT,0
21.46,IN,1
21.58,OUT,0
21.70,OUT,0
21.85,IN,1
21.96,IN,1
22.11,IN,1
22.23,IN,1
22.37,IN,1
22.49,OUT,0
22.61,IN,1
22.76,IN,1
22.88,IN,1
23.00,IN,1
23.14,IN,1
23.26,OUT,0
23.41,IN,1
23.51,IN,1
23.67,IN,1
23.78,OUT,0
23.91,IN,1
24.06,IN,1
24.18,IN,1
24.29,IN,1
24.44,IN,1
24.55,IN,1
24.71,OUT,0
24.83,IN,1
24.95,IN,1
25.06,IN,1
25.19,IN,1
25.35,IN,1
25.47,OUT,0
25.59,IN,1
25.74,IN,1
25.85,IN,1
25.97,OUT,0
26.12,IN,1
26.24,IN,1
26.36,IN,1
26.51,IN,1
26.65,IN,1
26.75,IN,1
26.90,IN,1
27.01,IN,1
27.16,IN,1
27.27,IN,1
27.42,OUT,0
27.54,OUT,0
27.69,OUT,0
27.79,IN,1
27.92,IN,1
28.07,OUT,0
28.19,IN,1
28.30,OUT,0
28.44,IN,1
28.56,IN,1
28.71,IN,1
28.83,OUT,0
28.95,IN,1
29.08,IN,1
29.21,IN,1
29.34,IN,1
29.47,OUT,0
29.63,IN,1
29.75,OUT,0
29.88,IN,1
29.99,OUT,0
